Sample Name,Sample Shipped,Sample Sequenced,DRC Received,Available on Cavatica,Genomics Data Harmonized,Phenotype Data Harmonized,Year,Contact PI,Institution Name,Title
92f1ae53-3038,0,1,0,1,0,1,2017,Dawn Siegel,Medical College of Wisconsin,Genomic analysis of a cohort with infantile hemangiomas associated with multi-organ structural birth defects
e851a022-46cb,1,1,0,0,1,1,2017,Dawn Siegel,Medical College of Wisconsin,Genomic analysis of a cohort with infantile hemangiomas associated with multi-organ structural birth defects
7721d2aa-3ac0,1,0,0,0,0,0,2017,Dawn Siegel,Medical College of Wisconsin,Genomic analysis of a cohort with infantile hemangiomas associated with multi-organ structural birth defects
95c3d538-054d,0,1,1,0,1,1,2017,Dawn Siegel,Medical College of Wisconsin,Genomic analysis of a cohort with infantile hemangiomas associated with multi-organ structural birth defects
87cf86ad-74e1,0,1,0,0,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
111a4063-5cb9,1,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
39fcb411-7c76,1,0,0,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
40c68aeb-7715,1,0,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
7439d199-4871,0,1,0,1,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
903207d9-e46d,0,1,0,1,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
9ffb522e-054a,0,1,1,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
685e2c4a-0fb5,0,0,0,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
d0810770-133d,0,0,1,1,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
b7754310-304f,0,0,0,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
467d54e1-4876,1,0,1,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
5315d79c-f692,0,0,1,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
e79b953a-c5da,1,0,1,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
20273a0a-58b4,0,1,0,1,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
2939b009-15a6,1,0,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
5d320584-7e59,0,0,0,1,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
5e76fb3a-51b1,1,1,0,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
da20ff4b-a644,0,0,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
dbc94ac3-dedf,1,1,0,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
9f10442d-0e47,0,0,1,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
53109fe3-8c2d,1,0,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
48412034-4629,1,0,1,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
c9c57aeb-7fee,0,1,1,0,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
62988e4d-6253,0,1,1,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
fc7297b7-2905,0,1,0,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
9717efd6-3d9a,1,1,0,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
80a89089-7682,1,0,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
29342585-87da,1,1,1,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
4809ee72-c746,0,1,1,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
69314d52-1b08,1,1,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
00415562-7a91,1,0,0,1,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
9ce17cfd-032c,1,0,1,1,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
fe028071-2505,1,0,0,1,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
2d17a3fe-52b9,1,0,1,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
03d8bac4-9abb,0,1,1,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
3dfbd76b-8580,1,0,0,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
fe2e5dfb-e72d,0,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
db80d198-c283,0,1,0,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
03e4df1b-9b03,1,1,0,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
bf09f5b2-4819,1,1,1,1,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
667a1b1d-56f3,0,1,1,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
c3e3b96e-cb15,1,0,0,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
6671c13d-6edb,0,1,1,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
126b5c47-025c,0,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
347386fb-7be0,1,0,0,0,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
bd722fd0-d4fa,1,0,1,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
ad1d5e0c-4cb6,1,0,1,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
2a147c9e-6065,0,1,1,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
7af15930-73e0,1,0,1,0,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
264e5031-e4e6,0,0,1,1,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
97d8f74a-8adf,0,0,1,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
a21c9770-58e1,1,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
b8210261-6004,0,0,0,1,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
f509c9f8-10d8,1,1,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
e6d03bf5-074b,0,0,1,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
60b6b976-9348,0,0,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
0c4e65ab-a832,0,1,0,0,1,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
6dd1ad26-ab47,0,1,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
584b3fe5-6788,0,0,0,0,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
5e0f3bdc-f290,1,0,0,1,0,0,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
d5cb2ee8-2f4f,0,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
c8f4b2d6-da79,0,0,1,0,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
306b8185-7ea8,0,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
6c33bc36-4c8c,1,0,1,1,1,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
7e2f45f5-c314,1,1,1,0,0,1,2017,Nara Sobreira,Johns Hopkins University,Genome-wide Sequencing to Identify the Genes Responsible for Enchondromatoses and Related Malignant Tumors
b5debacd-f246,1,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
fad61b7c-2a9f,0,1,0,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
40eec013-323c,1,1,1,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
638ec662-4561,1,1,0,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
345a5b2a-5af6,1,0,1,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
7aa7c2c8-7a48,1,1,0,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
f89f015d-df66,1,1,1,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
4a8f1a98-f796,1,1,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
73a245c8-51c1,0,1,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
4c82b622-4140,1,0,1,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
ef1dddf1-bfde,0,0,1,1,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
b72cce3c-4798,0,1,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
085a6534-3d63,1,0,0,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
14d2a273-03f1,1,0,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
8c914d7f-1ca0,1,1,1,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
9d307306-f2fe,1,1,0,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
7d18b1e3-9bcf,0,1,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
bb0d1e8f-f939,1,1,1,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
d0915fbe-4b37,1,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
913228ea-d2fd,0,1,0,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
1d119ab2-0bdc,0,0,1,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
ac8311c1-08ad,1,0,1,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0405e13d-b2b0,1,0,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
061fb015-4f11,0,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
35856d3f-1b12,1,0,1,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
74f9ce88-cb5d,0,1,1,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
8b344cd6-770a,1,0,1,1,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
da39c078-4492,1,1,1,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
4be22e2b-c0f5,1,1,1,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
89eb92ef-0cbe,0,0,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0b381b5b-941f,1,1,1,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
71d11ca0-f2ea,1,0,0,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
20f18ec9-bb31,1,1,1,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
4d199fde-5da8,0,0,1,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
dbd34748-e813,0,0,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
470316b1-afe8,0,1,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
5fe99a48-7b03,1,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
3b22c1df-319b,0,1,0,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
5255c03b-c602,1,1,0,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
d7b47e90-84f4,0,0,1,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
e2a8a4e1-6319,1,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
63241bdd-0e40,1,0,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
47d85d1b-db0e,0,0,1,1,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
a5372e89-021a,0,0,1,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0fde230c-26d0,0,1,0,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
c441e01b-187f,0,0,1,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
d0a75baf-83bc,1,1,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
a3489a43-8e74,0,1,1,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
adba43e2-3ca6,1,0,1,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
204d7154-4df1,1,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
be99ee82-f310,1,0,1,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
98f8e835-edf3,0,1,0,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
2b773a38-c16a,0,1,0,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
634f4067-7e61,1,0,0,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
c6b0e470-768c,1,0,1,1,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0716df74-92e5,0,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
057eea07-de8b,0,1,0,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
2960e98e-4335,0,1,0,1,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
342bae4d-6c1c,0,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
bba6b42d-ae5f,0,1,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
a376de00-be7b,1,1,0,1,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
a9697578-ad73,0,1,0,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
9d693cfe-d5be,0,1,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
f2a8bc92-90a0,0,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0886c850-4d3c,0,1,1,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
df89de17-f487,1,1,1,1,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
ebebf116-bea0,0,0,0,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
37d52061-496b,1,0,0,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0505549d-b129,0,0,1,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
b75ec55b-6ee9,1,0,1,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
cfdce1ab-250f,0,1,0,0,1,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
e9c3fc87-883a,1,0,1,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
805d615a-6b90,0,1,0,0,1,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
48298333-a9b3,0,1,0,0,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
81dcd279-7eb1,1,0,1,1,0,1,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
f5eafdb6-8e15,1,1,1,1,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
9c40ea27-8cf5,0,0,0,0,0,0,2016,Simeon Boyd,Columbia University Health Sciences,Genomic Analysis of Congenital Diaphragmatic Hernia and Associated Congenital Anomalies
0c8fc506-28b8,0,0,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
4c11be9a-fed6,0,1,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
edfda636-a628,0,1,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d60b17c0-ef48,0,1,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
24c9080a-b8ca,1,0,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
4f3b698b-6ea2,0,1,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
697f9e84-2ed8,0,1,0,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
e5ea748a-6f38,0,0,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
3cd8d1e8-96f5,1,0,0,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
c5ff397a-df79,1,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
e250290f-d52c,1,1,0,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
9f824b2f-5961,0,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
213f2250-1735,0,1,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
97d01e9b-79c3,0,1,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
5ac01664-e0d4,1,0,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
